text,label
"""You want to fix this """"encyclopedia""""? I posted some of the requirements on Wikipedia Review many months ago. 
For reference, I will repost and expand them here.

1. Jimbo Wales has to leave. He should turn over the server admin passwords to a professional, 
responsible IT person who is salaried by the WMF.
 
2. Said IT professional has to make some major changes to the MediaWiki system currently hosting WP. 
Changes would include but not be limited to:

   a. BLPs must be heavily restricted and protected, or better yet, removed entirely.

   b. A proper set of guidelines for editing and administration should be enacted AND ADHERED TO. 
      This would include limitations on the powers of all administrators, and requirements for editors to be
      personally responsible for whatever they do on the wiki. No more IP-address editing. Anyone seeking
      to write for WP must apply and be approved. NO PERSONS UNDER THE AGE OF 18. """"Assume good faith"""" my ass.

   c. ALL administrators must be elected by OPEN BALLOT, by the editors whose work they oversee.

3. Most critical to the project's success: certain untrustworthy administrators MUST BE REMOVED and 
banned from WP PERMANENTLY. This would include but not be limited to:
    FT2
    Durova
    David Gerard
    JzG
    MONGO
    Jayjg
    Elonka
    Jaakobou
    Raul654

Either make drastic changes, or Wikipedia will continue to decline. 

  

""",0.0
I posted the block on your page because you kept thretening me. And for me doing something right you give me this junk.!!}},1.0
"Wikipedia_talk:Censorship 

A watered-down version of the proposed policy against censorship is now open for voting. Will you knidly review the policy and make your opinions known? Thank you very much.  

Flaccid and erect human penis.jpg
Haha... well done for contributing. WP needs people like you to illustrate those articles P",0.0
"Welcome!

Hello, Soundchu, and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
Tutorial
How to edit a page and How to develop articles
How to create your first article (using the Article Wizard if you wish)
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your messages on discussion pages using four tildes (~~~~); this will automatically insert your username and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or ask your question on this page and then place {{help me}} before the question. Again, welcome!    WikHead",0.0
"other diseases and
               misfortunes, who must wait as a poor servant, with money and
               property and everything I have! I wish they were in hell
               with the other Jews and whomsoever they would like to have
               with them.",1.0
"""

Howd Homeonttherange,

Your (typical) problem is that you are being too literal.  The term Personal Union is a very special, and limited Constitutional term.  It refers to two or more States (i.e., countries) that recognise the same Monarch as there Head of State, however their is no UNION OF THEIR PARLIAMENTS.  Some examples are,

(i).  The Union of Kalmar (1397).   Its members were the Kingdoms of Denmark, Norway, and Sweden.  This gave rise to the termUnited Scandinavia.  In 1562 (I believe) Sweden left the Union.  The resulting left-over Union of Denmark-Norway was dissolved in 1814, as being allied with Napolean """"tunrned out badly"""".""",0.0
"Chadic languages 

Just a heads up, there are no Chadic languages spoken in Chad. So don't revert the article on Chadic languages.",0.0
"Stop 

Hey, I dislike your white-washing, I dislike your dishonesty, and I dislike your undoing of my edits, stalking me around like that. Stick to the Christian-propaganda project you're already engaged in, and bug off from me. Not only are you religiously-delusional, but you're also annoying.",1.0
"I don't see what makes Blum any more reliable than people like Chomsky and Herman. He's a left-wing pundit who excoriates the U.S. for everything it does. It's like me including a JBS article in communism to prove why it doesn't work.  08:59, 15 Mar 2005 (UTC)",0.0
You are free to read WP:NPA. You are also free to read this 2004 version. The core reasoning why it's an attack is in both versions.,0.0
"""

Reply from ColonelHenry
I have been pissed this week, I admit. Why?
 First, last week, I get harassed by one hypocritical """"rule nazi"""" editor taking things too far (SummerPhD) so when I pointed out her similar shortcomings and intransigence and said frankly """"this user is an asshole"""" and explain why and state """"this is the kind of user that drives editors away from wikipedia"""" I get blocked for 24-hours.  I say """"asshole"""" once, I get blocked.  She calls me a """"dick"""" over a dozen times, and gets warned.  Go figure. I hate nitpicking rule nazis because they end up proving themselves to be hypocrites, and unfortunately without fool other meek fools who tend to be admins tend to side with the rule nazi.
 In the midst of that Daniel Case continued to plow ahead insisting on a rushed revision of ALONJ that no one else raised as a concern (so, not immediately dire) after being asked first politely and respectfully several times to """"wait until after TFA"""" and he still ignored it.  If someone politely asked me to wait a few days before doing a drastic edit on an article they worked on that was getting a little attention, I would...because I find it akin to telling a concert pianist to change their entire concert programme an hour before the recital. Only when I responded in anger did he pull back on the reins and realize """"hey, maybe I should wait till after TFA.""""  A little deference on his part would have gone a long way.  I'm not averse to his edits, but seriously, after TFA would have been more than fine.  I considered it insulting, and his refusal to listen to a polite request stated by both myself and the other major contributor to the article was considerably disrespectful.
 And then when the article I've worked on becomes TFA we get inundated with constant vandalism and petty edits that were not necessary (i.e. people like you, Kevjonesin, insisting on 19th instead of nineteenth).  Is that really a necessary place to make a stand and pick a fight? Seriously, don't you have better things to do with your time?  I'd rather argue over an analysis of Hegel's influence on Nietzsche's """"Will to Power"""" or Hindu mysticism in Eliot's Four Quartets than bicker about things as meaningless as whether honour should be spelled -or or -our.

As for why, I like """"nineteenth"""" as opposed to 19th, several style guides (including Chicago/Turabian) advocates it, and growing up I was taught that all numbers under 20 should be spelled out. Whether cutting two dozen letters from an article going to 19th and 20th is going to make a difference for """"brevity's sake"""" on a 40-page article, is a lame claim and frankly a waste of time for both of us. I like the aesthetic of it spelled out, it's allowed, and the option of spelling it out is a bonus in an article to avoid confusion with too many other numbers.  When considering such an unnecessary subjective edit, deference should be made to style set by the editors who spent months on an article...and when nothing is wrong to it, deference is entirely warranted.  That isn't ownership, it's just courtesy and good judgment. After all, if I stood in your yard while you were painting your house gray and proceeded to insist you to paint your house orange, you'd tell me to """"kick rocks.""""

As far as I'm concerned, this is over. Move on. I am not addressing this any further, because nonsense like this keeps me from contributing and convinces me to leave Wikipedia again, and this time for good. If Hell is other people, Wikipedia constantly proves itself to be the eighth and ninth circle.   """,1.0
"""

Very long
Today I restored the template:verylong on this page, as its length is getting a little bit out of hand.  The """"Acute toxic/dangerous effects"""" section alone is 17500 characters long, without any subsections, and the total article length is over 76k.  It and the intro are getting a little too lengthy to be a quick encyclopedia-style read.  See the manual of style and either deal with the situation or discuss before removing the template.  Here's the relevant section of the manual: Wikipedia:Article size.  talk """,0.0
You should certainly contact your local police and file a report. Make sure to show documentation demonstration the lack of response from the WMF. Their lack of response may be criminally negligent in some jurisdictions. 134.241.58.253,0.0
"Did you even look at my edit before reverting it? I did change it up as you wanted to say that Rex thinks it doesnt work.  and as you said, it hits on many things that are also said elsewhere in the article, making it perfect for the lead.  Just because it is stated elsewhere in the article by other sources doesn't mean we can also use this source.  The more sources the better.  I would suggest we both stop touching the article until you come up with a clear reason why it shouldn't be added.  As I know all too well how this works, no one touches it in order to finish this dispute, and then the person who didn't want the information in the article will just stop discussing because they think they have won. and then revert whenever the page gets changed.",0.0
"what to do with elitist assholes who do not allow anybody else to edit certain pages? 

people such as alkivar?

WE MUST GET RID OF ELITISM, WIKIPEDIA IS A DEMOCRACY FOR THE CONTRIBUTION OF IDEAS.",1.0
"is a common prostitute, a sock-puppet. I've done lots of edits, perhaps 3000, but the EB1911 project is now gone so it's only about 2000 edits. I can become foul-mouthed.  is your basic sock-puppet mouth-pervert pervert. C'est moi, FourthAve.",1.0
"""
We don't keep non-free material just because we like it. (see: WP:ILIKEIT) Wikipedia is about having free, reusable content for everybody. Keeping nonfree material that doesn't particularly improve the encyclopedia in any way (those images weren't really relevant and made the article cluttered, anyway) goes against our basic principle.  """,0.0
"""
My RFA was a year ago this week.  The LOL is that Casliber, you were one of two people to be """"neutral"""", plus one opposer.  Everyone else supported.  So, I guess I have many people to blame, but only a handful to thank -)   | 76 """,0.0
"Regarding edits made during October 1 2006 (UTC)
Thank you for experimenting with the page Image:MaryJaneShoes.jpg on Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  If this is an IP address, and it is shared by multiple users, ignore this warning if you did not make any unconstructive edits.",0.0
"Cut the crap racist.. You are an anti-semite who hates Assyrians and probably jews as well. Why dont you find another people to destroy. You're nothing more than a common anti-semite.  Proof, i could give you proof, but i will just refer you to the library.  Read a book you anti-semite!",1.0
"Paleontologists agree that organic remains must be buried quickly so they can be preserved long enough to be come fossilized.  However, the term fossilized is not a very precise term.  There are several factors and metamorphic mineral processes which occur to organic remains that result in what is typically called a fossil.  One major factor concerns what kind of organisms are to be fossilized  vertebrate, invertebrates, radiolarians, sponges, plants, pollen, foot prints, etc.  And multiple processes may include permineralization, recrystalization, carbonization, replacement, dissolving, diagenesis, etc.  Talking about fossilization is a complex issue, however quick burial is not questioned.

The major question is, how long does it take for these processes to work on organic reamins in the environment they are found in?  Experimental taphonomy has resulted in an assortment of remains becoming fossilized by various processes in the lab, which of course implies that given the right conditions, vast ages are not an issue.  The metamorphic processes are ongoing until an equilibrium is met between the chemical enviroument of the burial site and the minerals of the organic remains.  Flood catastrophic geologists do not expect that organic remains buried during the flood were completely fossilized within the one year period of the flood, but rather that there has been some 4000 years for the processes to have been working.  Much more work needs to be done on the taphonomy of organic remains.  Yet, how one interprets even those results will depend upon which world view you choose to believe with.",0.0
get a proper job daft cunt,1.0
I think chelski are crap!!!,1.0
"It would be fine, but you are refusing to allow obvious content, and lets face it, you would refuse to allow it (esp. in the lead) even if sources were provided. I notice that you are a skeptic, and probably atheist, so are pushing an opinion, and if I am vandalising, you are doing exactly the same, just pushing the opposite opinion",0.0
"""

 Awesome as fu** !!!  t101 ) """,1.0
"Your retarded bot 

Your bot is entirely automated, that is wrong.  You should not leave an unattented script just running through the site like that, it is idiotic of you to suppose that your scripting abilities are so perfect that they will only ever make proper edits.  Banning me doesn't help anything, dipshit, since I have as many IPs as I want.",1.0
You need to sign the above and your RSN post.,0.0
Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.,1.0
Thankyou SOOO much. I was not expecting this but thankyou. I have changed my password to something that no one that I know could guess and my computer no longer remembers it. Thankyou!,0.0
you can go fuck yourself.,1.0
"(UTC)
One of them reminded me of Paris Hilton +20 IQ pointsno insult to the latter, I'm still wondering if it was her shtick to play the dumb blond. The other reminds me of Madonna. Both have big titsand that ain't particularly sexist as it's referred to in the show. As for Huffington, she's a very intelligent woman who got a very handsome divorce settlement, before leaving the GOP.24.36.54.238  00:25, 4 June 2015",1.0
"You are a polesmoker 
Please get run over by a truck.",1.0
"""

 I...Butter is """"a butter substitute"""" 
The references given (see discussion on this above) on this are improperly given. What is given appears to be little more than a google screen scrape. I managed to find both references and they do not support this usage. The use in these publications is not to define but to indicate the broad category. Peanut butter (if placed in the category of a 'nut butter') is also in the category if 'butter substitute' but it is not a type of margarine, which is what this product is. Possibly it might be helpful to say that the product is commonly used to substitute butter but it doesn't help in the basic definiton.   """,0.0
"I CANNOT BELIEVE THIS WHAT THE #@@%K
if you continue to do this i will have to take some drastic measures watch your step it may be your last",1.0
"""Archive 8: February 2010 - November 2010

 The Wikipedia Signpost: 15 February 2010 

Read this Signpost in full · Single-page · Unsubscribe ·   

 The Wikipedia Signpost: 22 February 2010 

Read this Signpost in full · Single-page · Unsubscribe ·   

 The Wikipedia Signpost: 1 March 2010 

Read this Signpost in full · Single-page · Unsubscribe ·   

 The Wikipedia Signpost: 8 March 2010 

Read this Signpost in full · Single-page · Unsubscribe ·   

 The Wikipedia Signpost: 15 March 2010 

Read this Signpost in full · Single-page · Unsubscribe ·   

 The Wikipedia Signpost: 22 March 2010 

Read this Signpost in full · Single-page · Unsubscribe ·   

= The Wikipedia Signpost: 29 March 2010",0.0
"""

Double Standard reloaded
Who is interested in debating and who is not?
Who is interested in developing the article and
who is interested in freezin it to death, including using threats and veiled censorship in the form of selective double standard applying of internal rules?

After all, it never too much to remind that:
an editor besides not been unwilling or unable to counter argue, over a year and a half, he also have done baseless statements about editions done by me in a certain rude tone,
During all this time, I have responded to him in the same mode, but especifically to these assertions,
not having any left unanswered, unlike him...
...and only me is who was warned and blocked
Curious...
  

""""Summary of operations""""
To the newcomers in this discussion and also to the selective forgetful ones:

See above The heart of this Case;
As well as the sections Spurious Quotations, Once Again, and sections Warning to Judge by yourselves II in my Talk Page;

To note that 
1) from grammatical objections to the size of version that I propose, no one objection was left standing and even so it continues to be reversed, 
even taking into account that the present version: 
incurs spurious quote in the 1st paragraph, 
too detailed and redundant information (for an article that are supposed to be short...) on the 2nd paragraph, 
and incomplete besides be longer, vague and non neutral in the 3rd...

2) How not to think in double standard when:

The last disruptive revertion, besides be longer than the version I propose, was based entirely on incorrect inferences and historical misconceptions as I shown above (again... See above points A to E in """"Once Again"""" section ) that were related only to the 2nd paragraph (of the version I propose);
and that
No word was uttered against or about the spuriousness that was purged of the 1st paragraph, as well as against or about the 3rd paragraph, that according to some editor (Ctr F on word """"solid"""" to see above, on the discussion about grammar in the """"Once Again"""" section), was """"pretty solid""""...

And even so, the revertion was done...

So, I again ask you all:

1) Is the spuriousness justifiable under any circunstances?

2) In the case of an encyclopedia that is intended to be free and neutral, which group of honest editors would admit the use of partial referrals that lead to political and historical inferences in favor of a political regime (monarchical, military, etc.) whatever be?

Worse, which group of honest editors would allow the use of spurious citations of a partial source for purposes mentioned above - even if this purposes are involuntary, although the time that passed without actions having been taken, as well as the resistance to remediation maintained, only makes this possibility (of involuntariness) unlikely???

3) Which group of honest editors, ladies and gentlemen, who were truly committed to the freedom and neutrality of such instrument, would vote against such remediation or would omit about it?
  """,0.0
"""

Latest EDIT
I have amended a lot of the tabloid type rubbish information to reflect the true narrative of events, not just as seen through the emotive, myopic perspective of the hostile alien in question. My edits paint the Chinese as they truly are perceived (and even quotes from Chinese themselves)  in Western and Indonesian academic discourse: unwanted, unneeded, unliked and willing greedy agents of their own demise. My edits are the most thoroughly referenced and thus if any further edits are down unto this article- it should be to remove anything aside from what I have included. 
The Chinese Zheng Ho Wali songo fairytale has been disproven once and for all as a total lie disproven by archeological reality. Chinese did NOT bring Islam- and esepcially not to Gresik.
Also removed is poor quality """"sob-story"""" emotive POV- it was unreferenced and unsubstantiated, and in some cases libelous.""",0.0
"MfD 

Missed that, thanks.  Zapped. Regards, Talk",0.0
"Page should just be deleted. 

No, seriously.

Obviously some stooge from Teletoon just pasted in the marketing boilerplate on this crapass show made from stolen ideas.

The whole page is non-notable just like the crappy show.",1.0
"""
""""Vandalism""""? Sorry, mister, but I haven't conducted vandalism a single time, and ALL of my edits so far (notify me if any of them are not contributive or factually correct) are legit edits. """"Fuck off"""" was because of the overwhelming amount of obvious facts being asked for """"citation"""", and was NOT meant for ANY specific user. Is Wikipedia this full of bull (and I'm using a euphenism because I'm sure you'll refer to """"assume good faith"""" as soon as you see me using my own rhetoric) I'm bothered by bull, so I'm just here, nicely removing and being bold about editors screwing up badly. Ironically, I could write some edit summary to this edit like """"fuck, things sure are fucked up pretty fuckily around fucky here"""" regarding the dumb in the fact that I had not attacked ANYONE SPECIFICALLY! Give me one evidence where I had mentioned a person, or a revision? Oops, there's none. This is the bull I'm talking about. Please, there are better things to worry than to ban some people because of some """"behind the scene"""" metadata with a little cuss and a preposite.. Hint: the """"fuck off"""" was towards the MANNERS and the piece of """""""" template, not ANY person or any group of editors. Tell me why all my effort in writing good articles, using proper punctuation and spelling, and using a Wikipedia-like style is overseen by admins who only look at some """"edit summaries"""" who nobody really cares about?  [talk] """,1.0
"I have cleared the trivia section from NA callsigns article.  09:48, Mar 11, 2005 (UTC)",0.0
"On September 1, Hitler  attacked Poland. Britain and France were caught in their own trap. These two countries assisted in all of Hitler's  adventures, hoping to use him against the Soviet Union.

http://www.plp.org/books/Stalin/node131.html",0.0
"Hey Ned

HEY NED, Why don't you actually do some fucking work on this encyclopedia! All you care about now is who is blocked/unblocked 63.164.30.247",1.0
REDIRECT User talk:ClueBot Commons,0.0
Stop deleting my edits. I live in Stoufville and it is located on Bison Park Drive. You're ridiculous.,1.0
"""
 Speedy deletion of """"Charlene Doofenshmirtz"""" 

 A page you created, Charlene Doofenshmirtz, has been tagged for deletion, as it meets one or more of the criteria for speedy deletion; specifically, it is about a person or group of people, but it does not indicate how they are important or significant, and thus why they should be included in an encyclopedia. Please see the guidelines for what is generally accepted as notable, and the guidelines for biographies in particular.

You are welcome to contribute content which complies with our content policies and any applicable inclusion guidelines. However, please do not simply re-create the page with the same content. You may also wish to read our introduction to editing and guide to writing your first article.

Thanks. Blanchardb-•MyEars•MyMouth-timed """,0.0
"Since the IP has already exceeded the point where semi-protection functions, it is a pointless move. I will add the page to my watchlist & see what develops. -",0.0
"WTF! 

u fckin faggot ass mutha fcker u jus re-did and delted my work and my gay school! WTF IS UR PROMBLEM U GAY CHILD MOLESTER!!!!",1.0
"""Note from the subject book::

Śrīla Prabhupāda-līlāmṛta:
«And he did not have to flatter anyone, support anyone, or manage anyone's life. His mind and intelligence were free and dwelt constantly on his service to his spiritual master. He saw his present circumstances as a preparation for a greater task before him. Despite his advanced age, he felt that he had barely begun his work. Yet he felt confident. He had his vision of a world association of devotees. It was not an idle dream, although he was not certain how it would all come about. But he knew his duty. For the present he would go on describing his vision, the vision of his predecessor spiritual masters, in articles and books. But as soon as possible he should go to the West. Westerners, he had concluded, were not satisfied with a materially comfortable life devoid of spiritual understanding; more than his fellow Indians, they would be open to the message of the Absolute Truth. He knew he should go. And he would go-if Kṛṣṇa desired.

Abhay lived frugally in Vṛndāvana, keeping exact account of every expenditure and every receipt. He carefully kept a ledger, just as if he were running a substantial business, even though his purchases were only a little milk, a few vegetables, charcoal for cooking, bus rides, and his major expenditure, postage.
-
Abhay composed a Bengali poem, """"Vṛndāvana-bhajana."""" Its opening stanzas were especially self-reflective and personal.

I am sitting alone in Vṛndāvana-dhāma.
In this mood I am getting many realizations.
I have my wife, sons, daughters, grandsons, everything,
But I have no money, so they are a fruitless glory.
Kṛṣṇa has shown me the naked form of material nature;
By His strength it has all become tasteless to me today.
Yasyāham anugṛhṇāmi hariṣye tad-dhanaṁ śanaiḥ:
""""I gradually take away all the wealth of those upon whom I am merciful."""" 
How was I able to understand this mercy of the all-merciful?»

Śrīla Prabhupāda is here in the ADVANCED AGE of 61– his supporters, friends and family left him broke.

Śrīla Prabhupāda-līlāmṛta another reference:

«Prabhupāda's most ambitious literary undertaking, the completion of Śrīmad-Bhāgavatam, was to be no less than sixty volumes. He had begun in India in 1959, and all along he had been aware that he was attempting a gigantic task at an advanced age. Now Kṛṣṇa was giving him opportunities both for writing Vedic literatures and for travelling, and he was working at an amazing pace.»

Prabhupāda is here in ADVANCED AGE of 63 starting to write his Bhaktivedanta Purports – I guess in India it was an advanced age, but not in Florida.

""",0.0
"You are scared of me 

Danish hater",1.0
Other than that you could see how the side bar looks intergrated into the top welcome section on the right and make it just one section. Providing you make it the same length and shrink the other pics down a little it should fit in the top?,0.0
":Hash infotech
A tag has been placed on Hash infotech, requesting that it be speedily deleted from Wikipedia. This has been done under the criteria for speedy deletion, because the article seems to be blatant advertising that only promotes a company, product, group, service or person and would need to be fundamentally rewritten in order to become an encyclopedia article. Please read the general criteria for speedy deletion, particularly item 11, as well as the guidelines on spam. 

If you can indicate why the subject of this article is not blatant advertising, you may contest the tagging. To do this, please add  on the top of Hash infotech and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would help make it encyclopedic, as well as adding any citations from independent reliable sources to ensure that the article will be verifiable. Feel free to leave a note on my talk page if you have any questions about this.",0.0
"Also, I Ohnoitsjamie am a homosexual who likes butt sex.",1.0
"""I think the information given in Wikipedia about the languages ​​spoken in the Sahrawi Arab Democratic Republic is manipulated, only reports the official language of the SADR and languages ​​spoken """"native"""", why? languages ​​spoken """"native"""" because they simply reported """"languages ​​spoken"""" as if reported in the Wikipedia page of Western Sahara: http://en.wikipedia.org/wiki/Western_Sahara. I really believe that you are using this formula """"spoken native language"""" not to include the Spanish language as spoken in the SADR. who will believe that a country has Spanish as second administrative language, and no one speaks the language, even as a foreign language, I do believe that the page of the SADR in Wikipedia is manipulated and politicized, by editors Moroccan and expansionist Anglo deluded think that the lack of a second language vacuum administrative SADR, will favor the English language occupies that place, to the 2 I say that you are wasting your time, like it or not the Spanish language and will be the second administrative language of the Sahrawi Arab Democratic Republic, today and tomorow.  

""",0.0
"Are you really that stupid? 

Do you know the difference between these two words: unfair and allege? 
May I suggest going back to nursery school and learn basic English, again.",1.0
- unsigned comment,0.0
"You should familiarize yourself with the situation before blocking editors.

Under Wikipedia policy, under the 3RR rule, it states that leeway will be given to editors whose reverts undo vandalism and/or help improve the article. There is a solution to the edit warring that has been accepted by most editors. That is to leave the 3rd paragraph of the lede as is until objections/suggestions for improvements are proposed and approved by peers before edits are made to it, which is also according to Wikipedia guidelines for resolving conflict resolution. If you familiarize yourself with this from the Talk page, you'll observe that this is a case where certain editors continually make changes without discussion, without explanation, without stating their objections first, without submitting their proposed changes to peer review, and in direct defiance of the express will of most editors that this be done to resolve the warring. I am enforcing that majority will and implementing that solution, because despite my repeated requests for moderation and intervention from administrators, I have received absolutely no help to get this taken care of. If you would kindly just enforce policy and help the majority of editors to implement the agreed-upon solution by blocking those who continually edit the article while being completely unwilling to follow policy guidelines and make a reasonable effort to seek peer approval for changes.",0.0
">That is what I have asked the dude to do - take out the cities, but he INSISTS upon keeping Boston(as the center of the world.  Clearly biased) in no matter what.  These bastrards on Wikipedia do not know how to compromise or neogotiate.  All they know is how they see things or how they want others to see things.",1.0
""" HJ Mitchell has no justification for claiming """"hounding another editor"""" as a blocking reason. WP:Hounding has a specific meaning, it is not just a bad faith insult to be thrown around like confetti. Where has it been decided I have been hounding anyone? Where has accusations and evidence been presented in an appropriate place? Where have I had the chance to defend myself?""",0.0
"Hey PBS.  As I said earlier, I appreciate your attempts to maintain decorum; however,",0.0
"Assholes 

On behalf of all Americans, Canadians, Japanese and other countries who have yet to see it, thank you for spoiling the fucking movie.",1.0
"Groin 

You sad fuck. I'm going to restore my edit, and you are going to leave it, or else I wil knee you in the groin yourself, prick. 91.108.208.101",1.0
